model,category,subtype,pair,layer,patch_type,alpha,progress,kl_ratio,logit_delta_ratio,patch_norm,a_ref_norm,b_ref_norm,norm_ratio_to_a,norm_ratio_to_b,norm_z,max_abs_norm_z,finite,off_manifold,high_progress,over_conversion,negative_progress,labels
qwen3,recursive,complement_clause,rec_comp_hear_ready,7,resid_in,1.000000,0.953384,0.096334,1.061136,8207.204102,8207.084961,8207.157227,1.000015,1.000006,0.212959,0.212959,1.000000,0.000000,1.000000,0.000000,0.000000,on_manifold_high_progress
qwen3,recursive,complement_clause,rec_comp_hear_ready,7,resid_out,1.000000,0.945785,0.148387,1.052285,8207.175781,8207.044922,8207.117188,1.000016,1.000007,0.213000,0.213000,1.000000,0.000000,1.000000,0.000000,0.000000,on_manifold_high_progress
qwen3,recursive,complement_clause,rec_comp_hear_ready,8,resid_in,0.500000,0.943907,0.189031,1.168934,8206.969727,8207.044922,8207.117188,0.999991,0.999982,0.212840,0.212840,1.000000,0.000000,1.000000,0.000000,0.000000,on_manifold_high_progress
qwen3,recursive,complement_clause,rec_comp_hear_ready,8,resid_out,0.500000,0.888920,0.070689,1.078197,8207.125977,8207.246094,8207.304688,0.999985,0.999978,0.212828,0.212828,1.000000,0.000000,1.000000,0.000000,0.000000,on_manifold_high_progress
qwen3,recursive,complement_clause,rec_comp_hear_ready,8,resid_in,0.750000,0.926817,0.107417,1.036085,8207.031250,8207.044922,8207.117188,0.999998,0.999990,0.212888,0.212888,1.000000,0.000000,1.000000,0.000000,0.000000,on_manifold_high_progress
qwen3,recursive,complement_clause,rec_comp_hear_ready,8,resid_out,0.750000,0.879572,0.060810,0.980663,8207.194336,8207.246094,8207.304688,0.999994,0.999987,0.212882,0.212882,1.000000,0.000000,1.000000,0.000000,0.000000,on_manifold_high_progress
qwen3,recursive,complement_clause,rec_comp_hear_ready,8,resid_in,1.000000,0.945785,0.148387,1.052285,8207.175781,8207.044922,8207.117188,1.000016,1.000007,0.213000,0.213000,1.000000,0.000000,1.000000,0.000000,0.000000,on_manifold_high_progress
qwen3,recursive,complement_clause,rec_comp_hear_ready,8,resid_out,1.000000,0.922743,0.065951,1.010317,8207.369141,8207.246094,8207.304688,1.000015,1.000008,0.213018,0.213018,1.000000,0.000000,1.000000,0.000000,0.000000,on_manifold_high_progress
qwen3,recursive,complement_clause,rec_comp_expect_arrive,1,attn_out,0.250000,-0.058152,0.789382,0.375222,10.131935,10.825753,10.862361,0.935910,0.932756,0.307893,0.307893,1.000000,0.000000,0.000000,0.000000,1.000000,on_manifold_negative_progress
qwen3,recursive,complement_clause,rec_comp_expect_arrive,5,attn_out,1.000000,-0.078500,0.776653,0.523020,16.279367,15.056962,16.279333,1.081185,1.000002,0.905574,0.905574,1.000000,0.000000,0.000000,0.000000,1.000000,on_manifold_negative_progress
qwen3,recursive,complement_clause,rec_comp_expect_arrive,6,attn_out,0.250000,-0.057415,0.790075,0.358816,75.040222,86.532379,87.745743,0.867192,0.855201,0.277765,0.277765,1.000000,0.000000,0.000000,0.000000,1.000000,on_manifold_negative_progress
qwen3,recursive,complement_clause,rec_comp_expect_arrive,7,resid_out,0.750000,0.827632,0.082022,0.928903,8542.063477,8542.060547,8542.167969,1.000000,0.999988,0.474275,0.474275,1.000000,0.000000,1.000000,0.000000,0.000000,on_manifold_high_progress
qwen3,recursive,complement_clause,rec_comp_expect_arrive,8,resid_in,0.750000,0.827632,0.082022,0.928903,8542.063477,8542.060547,8542.167969,1.000000,0.999988,0.474275,0.474275,1.000000,0.000000,1.000000,0.000000,0.000000,on_manifold_high_progress
qwen3,recursive,complement_clause,rec_comp_expect_arrive,8,resid_out,0.750000,0.844977,0.050857,0.917768,8542.237305,8542.381836,8542.339844,0.999983,0.999988,0.474284,0.474284,1.000000,0.000000,1.000000,0.000000,0.000000,on_manifold_high_progress
qwen3,recursive,complement_clause,rec_comp_expect_arrive,8,resid_out,1.000000,0.805960,0.029616,0.890523,8542.413086,8542.381836,8542.339844,1.000004,1.000009,0.474421,0.474421,1.000000,0.000000,1.000000,0.000000,0.000000,on_manifold_high_progress
qwen3,recursive,complement_clause,rec_comp_say_return,0,resid_in,0.250000,-0.191768,0.206381,0.515704,2.530897,2.946100,2.952693,0.859067,0.857149,-0.585338,0.585338,1.000000,0.000000,0.000000,0.000000,1.000000,on_manifold_negative_progress
qwen3,recursive,complement_clause,rec_comp_say_return,0,resid_out,0.250000,-0.241887,0.142537,0.613431,23.766340,24.788143,27.854715,0.958779,0.853225,-0.864237,0.864237,1.000000,0.000000,0.000000,0.000000,1.000000,on_manifold_negative_progress
qwen3,recursive,complement_clause,rec_comp_say_return,0,attn_out,0.250000,-0.176893,0.223386,0.461922,8.334497,8.588816,9.050631,0.970390,0.920875,-0.570392,0.570392,1.000000,0.000000,0.000000,0.000000,1.000000,on_manifold_negative_progress
qwen3,recursive,complement_clause,rec_comp_say_return,0,mlp_out,0.250000,-0.251481,0.155066,0.580644,19.219385,20.297338,22.927883,0.946892,0.838254,-0.757153,0.757153,1.000000,0.000000,0.000000,0.000000,1.000000,on_manifold_negative_progress
qwen3,recursive,complement_clause,rec_comp_say_return,0,attn_out,0.500000,-0.163518,0.435469,0.717870,8.332263,8.588816,9.050631,0.970129,0.920628,-0.571709,0.571709,1.000000,0.000000,0.000000,0.000000,1.000000,on_manifold_negative_progress
qwen3,recursive,complement_clause,rec_comp_say_return,0,attn_out,0.750000,-0.117759,0.385257,0.693747,8.576175,8.588816,9.050631,0.998528,0.947578,-0.427937,0.427937,1.000000,0.000000,0.000000,0.000000,1.000000,on_manifold_negative_progress
qwen3,recursive,complement_clause,rec_comp_say_return,0,attn_out,1.000000,-0.057684,0.221111,0.699955,9.050633,8.588816,9.050631,1.053770,1.000000,-0.148271,0.148271,1.000000,0.000000,0.000000,0.000000,1.000000,on_manifold_negative_progress
qwen3,recursive,complement_clause,rec_comp_say_return,1,resid_in,0.250000,-0.241887,0.142537,0.613431,23.766340,24.788143,27.854715,0.958779,0.853225,-0.864237,0.864237,1.000000,0.000000,0.000000,0.000000,1.000000,on_manifold_negative_progress
qwen3,recursive,complement_clause,rec_comp_say_return,1,resid_out,0.250000,-0.167488,0.141922,0.579509,51.723324,52.322590,54.476540,0.988547,0.949461,-1.116830,1.116830,1.000000,0.000000,0.000000,0.000000,1.000000,on_manifold_negative_progress
qwen3,recursive,complement_clause,rec_comp_say_return,1,attn_out,0.750000,-0.070147,0.181973,0.473982,10.556973,11.724715,11.010534,0.900403,0.958807,0.666104,0.666104,1.000000,0.000000,0.000000,0.000000,1.000000,on_manifold_negative_progress
qwen3,recursive,complement_clause,rec_comp_say_return,1,attn_out,1.000000,-0.112551,0.235437,0.612531,11.010551,11.724715,11.010534,0.939089,1.000002,1.048367,1.048367,1.000000,0.000000,0.000000,0.000000,1.000000,on_manifold_negative_progress
qwen3,recursive,complement_clause,rec_comp_say_return,2,resid_in,0.250000,-0.167488,0.141922,0.579509,51.723324,52.322590,54.476540,0.988547,0.949461,-1.116830,1.116830,1.000000,0.000000,0.000000,0.000000,1.000000,on_manifold_negative_progress
qwen3,recursive,complement_clause,rec_comp_say_return,2,resid_out,0.250000,-0.101965,0.144399,0.637612,62.093624,62.797848,65.641731,0.988786,0.945947,-1.115117,1.115117,1.000000,0.000000,0.000000,0.000000,1.000000,on_manifold_negative_progress
qwen3,recursive,complement_clause,rec_comp_say_return,2,mlp_out,0.250000,-0.115169,0.329879,0.319599,13.723524,14.573348,15.340509,0.941686,0.894594,-1.138845,1.138845,1.000000,0.000000,0.000000,0.000000,1.000000,on_manifold_negative_progress
qwen3,recursive,complement_clause,rec_comp_say_return,3,resid_in,0.250000,-0.101965,0.144399,0.637612,62.093624,62.797848,65.641731,0.988786,0.945947,-1.115117,1.115117,1.000000,0.000000,0.000000,0.000000,1.000000,on_manifold_negative_progress
qwen3,recursive,complement_clause,rec_comp_say_return,3,mlp_out,0.250000,-0.066776,0.473361,0.202117,11.849557,12.545943,16.890175,0.944493,0.701565,-1.067542,1.067542,1.000000,0.000000,0.000000,0.000000,1.000000,on_manifold_negative_progress
qwen3,recursive,complement_clause,rec_comp_say_return,3,mlp_out,0.500000,-0.149393,0.215885,0.417276,12.493619,12.545943,16.890175,0.995829,0.739697,-0.921107,0.921107,1.000000,0.000000,0.000000,0.000000,1.000000,on_manifold_negative_progress
qwen3,recursive,complement_clause,rec_comp_say_return,3,mlp_out,0.750000,-0.220271,0.170719,0.570428,14.295745,12.545943,16.890175,1.139472,0.846394,-0.511372,0.511372,1.000000,0.000000,0.000000,0.000000,1.000000,on_manifold_negative_progress
qwen3,recursive,complement_clause,rec_comp_say_return,3,mlp_out,1.000000,-0.246362,0.159108,0.657097,16.890196,12.545943,16.890175,1.346268,1.000001,0.078508,0.078508,1.000000,0.000000,0.000000,0.000000,1.000000,on_manifold_negative_progress
qwen3,recursive,complement_clause,rec_comp_say_return,4,mlp_out,0.250000,-0.078393,0.506833,0.286446,24.009235,25.252090,26.910902,0.950782,0.892175,-0.579886,0.579886,1.000000,0.000000,0.000000,0.000000,1.000000,on_manifold_negative_progress
qwen3,recursive,complement_clause,rec_comp_say_return,4,mlp_out,0.500000,-0.066818,0.253687,0.409433,23.903543,25.252090,26.910902,0.946597,0.888248,-0.602892,0.602892,1.000000,0.000000,0.000000,0.000000,1.000000,on_manifold_negative_progress
qwen3,recursive,complement_clause,rec_comp_say_return,4,mlp_out,0.750000,-0.056772,0.228593,0.514132,24.918459,25.252090,26.910902,0.986788,0.925961,-0.381979,0.381979,1.000000,0.000000,0.000000,0.000000,1.000000,on_manifold_negative_progress
qwen3,recursive,complement_clause,rec_comp_say_return,5,mlp_out,0.250000,-0.057262,0.676858,0.191931,38.893791,41.740891,39.854118,0.931791,0.975904,0.216013,0.216013,1.000000,0.000000,0.000000,0.000000,1.000000,on_manifold_negative_progress
qwen3,recursive,complement_clause,rec_comp_say_return,5,mlp_out,0.500000,-0.109458,0.476031,0.347346,37.540722,41.740891,39.854118,0.899375,0.941953,-0.015470,0.015470,1.000000,0.000000,0.000000,0.000000,1.000000,on_manifold_negative_progress
qwen3,recursive,complement_clause,rec_comp_say_return,6,mlp_out,0.250000,-0.085842,0.820700,0.158882,8806.024414,8806.033203,8806.021484,0.999999,1.000000,0.680342,0.680342,1.000000,0.000000,0.000000,0.000000,1.000000,on_manifold_negative_progress
qwen3,recursive,complement_clause,rec_comp_say_return,6,mlp_out,0.500000,-0.152443,0.563796,0.303819,8806.015625,8806.033203,8806.021484,0.999998,0.999999,0.680335,0.680335,1.000000,0.000000,0.000000,0.000000,1.000000,on_manifold_negative_progress
qwen3,recursive,complement_clause,rec_comp_say_return,6,mlp_out,0.750000,-0.178296,0.369510,0.409334,8806.018555,8806.033203,8806.021484,0.999998,1.000000,0.680338,0.680338,1.000000,0.000000,0.000000,0.000000,1.000000,on_manifold_negative_progress
qwen3,recursive,complement_clause,rec_comp_say_return,6,mlp_out,1.000000,-0.137131,0.240870,0.443831,8806.037109,8806.033203,8806.021484,1.000000,1.000002,0.680352,0.680352,1.000000,0.000000,0.000000,0.000000,1.000000,on_manifold_negative_progress
qwen3,recursive,complement_clause,rec_comp_say_return,7,mlp_out,0.750000,-0.117534,0.591049,0.363796,34.622051,39.952904,40.806835,0.866572,0.848438,-0.581379,0.581379,1.000000,0.000000,0.000000,0.000000,1.000000,on_manifold_negative_progress
qwen3,recursive,complement_clause,rec_comp_say_return,7,mlp_out,1.000000,-0.178731,0.267960,0.547652,40.806904,39.952904,40.806835,1.021375,1.000002,0.345748,0.345748,1.000000,0.000000,0.000000,0.000000,1.000000,on_manifold_negative_progress
qwen3,recursive,complement_clause,rec_comp_say_return,8,mlp_out,0.750000,-0.058029,0.400789,0.362377,47.523117,59.745663,53.219902,0.795424,0.892958,-0.361853,0.361853,1.000000,0.000000,0.000000,0.000000,1.000000,on_manifold_negative_progress
qwen3,recursive,complement_clause,rec_comp_say_return,8,mlp_out,1.000000,-0.137651,0.218671,0.515655,53.220020,59.745663,53.219902,0.890776,1.000002,0.311164,0.311164,1.000000,0.000000,0.000000,0.000000,1.000000,on_manifold_negative_progress
qwen3,recursive,complement_clause,rec_comp_notice_missing,0,resid_out,0.250000,0.911901,0.338512,1.311904,26.376799,27.450741,31.228292,0.960877,0.844644,-0.171774,0.171774,1.000000,0.000000,1.000000,0.000000,0.000000,on_manifold_high_progress
qwen3,recursive,complement_clause,rec_comp_notice_missing,0,resid_in,0.500000,0.939610,0.496478,1.234591,2.633095,3.360245,3.265485,0.783602,0.806341,-0.343056,0.343056,1.000000,0.000000,1.000000,0.000000,0.000000,on_manifold_high_progress
qwen3,recursive,complement_clause,rec_comp_notice_missing,0,resid_out,0.500000,0.998011,0.340057,1.178159,26.698996,27.450741,31.228292,0.972615,0.854962,-0.086307,0.086307,1.000000,0.000000,1.000000,0.000000,0.000000,on_manifold_high_progress
qwen3,recursive,complement_clause,rec_comp_notice_missing,0,attn_out,0.500000,1.112569,0.091420,1.511322,10.764812,11.018008,12.126488,0.977020,0.887711,0.862141,0.862141,1.000000,0.000000,1.000000,1.000000,0.000000,on_manifold_high_progress|on_manifold_over_conversion
qwen3,recursive,complement_clause,rec_comp_notice_missing,0,mlp_out,0.500000,0.990547,0.366642,1.237548,19.783573,20.651211,23.485706,0.957986,0.842367,-0.570445,0.570445,1.000000,0.000000,1.000000,0.000000,0.000000,on_manifold_high_progress
qwen3,recursive,complement_clause,rec_comp_notice_missing,0,resid_in,0.750000,1.041066,0.492582,1.547215,2.790553,3.360245,3.265485,0.830461,0.854560,0.030234,0.030234,1.000000,0.000000,1.000000,0.000000,0.000000,on_manifold_high_progress
qwen3,recursive,complement_clause,rec_comp_notice_missing,0,resid_out,0.750000,1.043277,0.354500,1.236538,28.390400,27.450741,31.228292,1.034231,0.909124,0.362363,0.362363,1.000000,0.000000,1.000000,0.000000,0.000000,on_manifold_high_progress
qwen3,recursive,complement_clause,rec_comp_notice_missing,0,attn_out,0.750000,0.977436,0.380602,1.241853,11.268973,11.018008,12.126488,1.022778,0.929286,1.159316,1.159316,1.000000,0.000000,1.000000,0.000000,0.000000,on_manifold_high_progress
qwen3,recursive,complement_clause,rec_comp_notice_missing,0,mlp_out,0.750000,1.103833,0.243230,1.349382,21.146235,20.651211,23.485706,1.023971,0.900387,-0.119498,0.119498,1.000000,0.000000,1.000000,1.000000,0.000000,on_manifold_high_progress|on_manifold_over_conversion
qwen3,recursive,complement_clause,rec_comp_notice_missing,0,resid_in,1.000000,1.055048,0.409663,1.551388,3.265495,3.360245,3.265485,0.971803,1.000003,1.156183,1.156183,1.000000,0.000000,1.000000,1.000000,0.000000,on_manifold_high_progress|on_manifold_over_conversion
qwen3,recursive,complement_clause,rec_comp_notice_missing,0,resid_out,1.000000,1.103350,0.268371,1.313554,31.228313,27.450741,31.228292,1.137613,1.000001,1.115161,1.115161,1.000000,0.000000,1.000000,1.000000,0.000000,on_manifold_high_progress|on_manifold_over_conversion
qwen3,recursive,complement_clause,rec_comp_notice_missing,0,attn_out,1.000000,0.941619,0.372173,1.145905,12.126480,11.018008,12.126488,1.100605,0.999999,1.664768,1.664768,1.000000,0.000000,1.000000,0.000000,0.000000,on_manifold_high_progress
qwen3,recursive,complement_clause,rec_comp_notice_missing,0,mlp_out,1.000000,1.078797,0.227522,1.262258,23.485727,20.651211,23.485706,1.137257,1.000001,0.654715,0.654715,1.000000,0.000000,1.000000,1.000000,0.000000,on_manifold_high_progress|on_manifold_over_conversion
qwen3,recursive,complement_clause,rec_comp_notice_missing,1,resid_in,0.250000,0.911901,0.338512,1.311904,26.376799,27.450741,31.228292,0.960877,0.844644,-0.171774,0.171774,1.000000,0.000000,1.000000,0.000000,0.000000,on_manifold_high_progress
qwen3,recursive,complement_clause,rec_comp_notice_missing,1,resid_out,0.250000,1.038767,0.081766,1.240525,89.424713,95.277580,112.461693,0.938570,0.795157,0.573619,0.573619,1.000000,0.000000,1.000000,0.000000,0.000000,on_manifold_high_progress
qwen3,recursive,complement_clause,rec_comp_notice_missing,1,mlp_out,0.250000,1.033403,0.266183,1.479015,74.971214,80.677383,95.979843,0.929272,0.781114,0.654437,0.654437,1.000000,0.000000,1.000000,0.000000,0.000000,on_manifold_high_progress
qwen3,recursive,complement_clause,rec_comp_notice_missing,1,resid_in,0.500000,0.998011,0.340057,1.178159,26.698996,27.450741,31.228292,0.972615,0.854962,-0.086307,0.086307,1.000000,0.000000,1.000000,0.000000,0.000000,on_manifold_high_progress
qwen3,recursive,complement_clause,rec_comp_notice_missing,1,resid_out,0.500000,1.083449,0.136110,1.278010,90.748573,95.277580,112.461693,0.952465,0.806929,0.632978,0.632978,1.000000,0.000000,1.000000,1.000000,0.000000,on_manifold_high_progress|on_manifold_over_conversion
qwen3,recursive,complement_clause,rec_comp_notice_missing,1,mlp_out,0.500000,1.040542,0.178577,1.277738,75.987045,80.677383,95.979843,0.941863,0.791698,0.700504,0.700504,1.000000,0.000000,1.000000,0.000000,0.000000,on_manifold_high_progress
qwen3,recursive,complement_clause,rec_comp_notice_missing,1,resid_in,0.750000,1.043277,0.354500,1.236538,28.390400,27.450741,31.228292,1.034231,0.909124,0.362363,0.362363,1.000000,0.000000,1.000000,0.000000,0.000000,on_manifold_high_progress
qwen3,recursive,complement_clause,rec_comp_notice_missing,1,resid_out,0.750000,1.070686,0.151851,1.187449,98.953827,95.277580,112.461693,1.038585,0.879889,1.000883,1.000883,1.000000,0.000000,1.000000,1.000000,0.000000,on_manifold_high_progress|on_manifold_over_conversion
qwen3,recursive,complement_clause,rec_comp_notice_missing,1,mlp_out,0.750000,1.080813,0.152675,1.349699,83.588501,80.677383,95.979843,1.036083,0.870896,1.045224,1.045224,1.000000,0.000000,1.000000,1.000000,0.000000,on_manifold_high_progress|on_manifold_over_conversion
qwen3,recursive,complement_clause,rec_comp_notice_missing,1,resid_in,1.000000,1.103350,0.268371,1.313554,31.228313,27.450741,31.228292,1.137613,1.000001,1.115161,1.115161,1.000000,0.000000,1.000000,1.000000,0.000000,on_manifold_high_progress|on_manifold_over_conversion
qwen3,recursive,complement_clause,rec_comp_notice_missing,1,resid_out,1.000000,1.125688,0.132610,1.273895,112.461609,95.277580,112.461693,1.180358,0.999999,1.606543,1.606543,1.000000,0.000000,1.000000,1.000000,0.000000,on_manifold_high_progress|on_manifold_over_conversion
qwen3,recursive,complement_clause,rec_comp_notice_missing,1,mlp_out,1.000000,1.083868,0.084430,1.296407,95.979958,80.677383,95.979843,1.189676,1.000001,1.607166,1.607166,1.000000,0.000000,1.000000,1.000000,0.000000,on_manifold_high_progress|on_manifold_over_conversion
qwen3,recursive,complement_clause,rec_comp_notice_missing,2,resid_in,0.250000,1.038767,0.081766,1.240525,89.424713,95.277580,112.461693,0.938570,0.795157,0.573619,0.573619,1.000000,0.000000,1.000000,0.000000,0.000000,on_manifold_high_progress
qwen3,recursive,complement_clause,rec_comp_notice_missing,2,resid_out,0.250000,1.074092,0.156509,1.346005,105.365631,112.952835,130.174667,0.932829,0.809417,0.552866,0.552866,1.000000,0.000000,1.000000,1.000000,0.000000,on_manifold_high_progress|on_manifold_over_conversion
